0.0007000000000000001	0.0
0.0014000000000000002	0.0
0.0021000000000000003	0.0
0.0028000000000000004	0.0
0.0035	0.0
0.0042	0.0
0.0049	0.0
0.00497	0.0
0.00504	0.0
0.00511	0.0
0.00518	0.0
0.00525	0.0
0.00532	0.0
0.00539	0.0
0.0054600000000000004	0.0
0.00553	0.0
0.005600000000000001	0.0
0.0056700000000000006	0.0
0.00574	0.0
0.005810000000000001	0.0
0.005880000000000001	0.0
0.00595	0.0
0.006020000000000001	0.0
0.006090000000000001	0.0
0.0061600000000000005	0.0
0.006230000000000001	0.0
0.006300000000000001	0.0
0.0063700000000000015	0.0
0.006440000000000001	0.0
0.006510000000000001	0.0
0.006580000000000002	0.0
0.006650000000000001	0.0
0.006720000000000001	0.0
0.006790000000000002	0.0
0.0068600000000000015	0.0
0.006930000000000001	0.0
0.007000000000000002	0.0
